filename,condition,num_frames,height,width,dtype,min_value,max_value,mean_value,file_size_mb,avg_frame_diff
ZS-1.tif,anesthetic,34,512,512,uint16,30,2027,85.00196647644043,17.011775016784668,13.567508697509766
ZS-10.tif,anesthetic,41,512,512,uint16,30,1486,63.502346783149534,20.513949394226074,9.6060302734375
ZS-2.tif,anesthetic,34,512,512,uint16,29,973,65.95208717794979,17.01177406311035,10.108280563354493
ZS-3.tif,anesthetic,40,512,512,uint16,29,2096,58.98413400650024,20.013571739196777,8.251849365234374
ZS-4.tif,anesthetic,34,512,512,uint16,29,1035,71.04945440853344,17.011775016784668,11.627126312255859
ZS-5.tif,anesthetic,49,512,512,uint16,30,1444,70.7615412498007,24.51626682281494,10.570706558227538
ZS-6.tif,anesthetic,38,512,512,uint16,30,3069,68.37570381164551,19.012972831726074,10.827902603149415
ZS-7.tif,anesthetic,43,512,512,uint16,29,1595,72.27087632999864,21.514470100402832,11.180651473999024
ZS-8.tif,anesthetic,47,512,512,uint16,30,2754,58.17212108855552,23.51566791534424,7.648527908325195
ZS-9.tif,anesthetic,35,512,512,uint16,28,1638,80.5037109375,17.51207447052002,12.771527099609376
